"producao_issn";"nome_periodico";"estrato"
"18770509";PROCEDIA COMPUTER SCIENCE;A3
"23519789";PROCEDIA MANUFACTURING;A4
"22120173";PROCEDIA TECHNOLOGY;SQ
"18770428";PROCEDIA: SOCIAL AND BEHAVIORAL SCIENCES;SQ
"24749567";PROCEEDINGS OF THE ACM ON INTERACTIVE, MOBILE, WEARABLE AND UBIQUITOUS TECHNOLOGIES;B3
"19814984";REVISTA DE RADIODIFUSÃO;SQ
"00029939";PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY;A3
"22273026";PROCEEDINGS OF THE ASIA-PACIFIC ADVANCED NETWORK;SQ
"00189219";PROCEEDINGS OF THE IEEE;A1
"13506501";PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS, PART J, JOURNAL OF ENGINEERING TRIBOLOGY;A4
"00278424";PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;A1
"21508097";PROCEEDINGS OF THE VLDB ENDOWNMENT;A1
"11355948";PROCESAMIENTO DEL LENGUAJE NATURAL;A3
"09575820";PROCESS SAFETY AND ENVIRONMENTAL PROTECTION;A1
"01036513";PRODUÇÃO (SÃO PAULO. IMPRESSO);A4
"16764056";PRODUCT (IGDP);SQ
"19805411";PRODUCTION;A4
"21693277";PRODUCTION & MANUFACTURING RESEARCH;A3
"2319023X";PROFESSOR DE MATEMÁTICA ONLINE;SQ
"21926352";PROGRESS IN ARTIFICIAL INTELLIGENCE;A4
"01491970";PROGRESS IN NUCLEAR ENERGY (NEW SERIES);A3
"09298665";PROTEIN AND PEPTIDE LETTERS;B2
"08873585";PROTEINS (PRINT);A3
"07160917";PROYECCIONES (OPEN ACCESS);B2
"00332097";PRZEGLAD ELEKTROTECHNICZNY;B3
"01027972";PSICOLOGIA: REFLEXÃO E CRÍTICA (UFRGS. IMPRESSO);A4
"15163687";PSICOLOGIA: TEORIA E PRÁTICA (IMPRESSO);SQ
"00333506";PUBLIC HEALTH (LONDON);A3
"07488017";QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL (PRINT);A3
"22234292";QUANTITATIVE IMAGING IN MEDICINE AND SURGERY;A3
"15700755";QUANTUM INFORMATION PROCESSING;A2
"20589565";QUANTUM SCIENCE AND TECHNOLOGY;A1
"10406182";QUATERNARY INTERNATIONAL;A2
"01004042";QUÍMICA NOVA;B2
"01004042";QUÍMICA NOVA (IMPRESSO);B2
"09257535";SAFETY SCIENCE;A1
"22361103";R-BITS - REVISTA BRASILEIRA DE INOVAÇÃO TECNOLOGICA EM SAÚDE;SQ
"19827849";RAC. REVISTA DE ADMINISTRAÇÃO CONTEMPORÂNEA (ONLINE);SQ
"16786483";RACE : REVISTA DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA;SQ
"00338419";RADIOLOGY;A1
"2178938X";RAE (ON-LINE);B2
"18092039";RAI : REVISTA DE ADMINISTRAÇÃO E INOVAÇÃO;SQ
"03990559";RAIRO. RECHERCHE OPÉRATIONNELLE;B1
"16786971";RAM. REVISTA DE ADMINISTRAÇÃO MACKENZIE (ONLINE);B2
"10429832";RANDOM STRUCTURES & ALGORITHMS (PRINT);A2
"00802107";RAUSP - REVISTA DE ADMINISTRAÇÃO (FEA-USP);SQ
"18080936";RBC. REVISTA BRASILEIRA DE CARTOGRAFIA (ONLINE);B4
"1679902X";RBGP. REVISTA BRASILEIRA DE GERENCIAMENTO DE PROJETOS;SQ
"00347264";RBM. REVISTA BRASILEIRA DE MEDICINA (RIO DE JANEIRO);B4
"18068405";RBPG. REVISTA BRASILEIRA DE PÓS-GRADUAÇÃO;SQ
"24477028";RCT: REVISTA DE CIÊNCIA E TECNOLOGIA;SQ
"19834659";REA REVISTA DE ADMINISTRAÇÃO DA UFSM;SQ
"09226443";REAL-TIME SYSTEMS;A1
"15731383";REAL-TIME SYSTEMS (ONLINE);A1
"19840179";REALIDADE VIRTUAL;SQ
"23164190";REAVI - REVISTA ELETRÔNICA DO ALTO VALE DO ITAJAÍ;SQ
"19838484";REBRAE. REVISTA BRASILEIRA DE ESTRATÉGIA (IMPRESSO);SQ
"18722083";RECENT PATENTS ON BIOTECHNOLOGY;B1
"18776132";RECENT PATENTS ON MEDICAL IMAGING;B4
"22106863";RECENT PATENTS ON SIGNAL PROCESSING;SQ
"12903868";RECHERCHE OPÉRATIONNELLE;B1
"19816278";RECIIS-REVISTA ELETRÔNICA DE COM. INFORMAÇÃO & INOVAÇÃO EM SAÚDE;SQ
"19816278";RECIIS. REVISTA ELETRÔNICA DE COMUNICAÇÃO, INFORMAÇÃO & INOVAÇÃO EM SAÚDE (EDIÇÃO EM PORTUGUÊS. ONLINE);SQ
"21790612";REEC - REVISTA ELETRONICA DE ENGENHARIA CIVIL;SQ
"19829949";REFLEXÃO E AÇÃO (VERSÃO ELETRÔNICA);SQ
"21778736";REGE REVISTA DE GESTAO;SQ
"18092276";REGE. REVISTA DE GESTÃO USP;SQ
"15198219";REIC. REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA (ONLINE);C
"22365281";RELATÓRIOS TÉCNICOS DO INCOD;SQ
"09518320";RELIABILITY ENGINEERING & SYSTEMS SAFETY;A1
"03704467";REM. REVISTA ESCOLA DE MINAS (IMPRESSO);B2
"20724292";REMOTE SENSING;A1
"15673200";REMOTE SENSING AND DIGITAL IMAGE PROCESSING;B3
"23529385";REMOTE SENSING APPLICATIONS: SOCIETY AND ENVIRONMENT;A2
"00344257";REMOTE SENSING OF ENVIRONMENT;A1
"09601481";RENEWABLE ENERGY;A1
"2172038X";RENEWABLE ENERGY & POWER QUALITY JOURNAL (RE&PQJ);B3
"2172038X";RENEWABLE ENERGY & POWER QUALITY JOURNAL (RE&PQJ);B3
"16791916";RENOTE. REVISTA NOVAS TECNOLOGIAS NA EDUCAÇÃO;SQ
"1432010X";REQUIREMENTS ENGINEERING;A2
"09473602";REQUIREMENTS ENGINEERING (LONDON. PRINT);A2
"18704069";RESEARCH IN COMPUTING SCIENCE;SQ
"22784721";RESEARCH INVENTY: INTERNATIONAL JOURNAL OF ENGINEERING AND SCIENCE;SQ
"24464740";RESEARCH ON BIOMEDICAL ENGINEERING;B3
"16773071";RESI. REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO;SQ
"03014207";RESOURCES POLICY;A1
"2236739X";RETEC REVISTA DE EXATAS E TECNOLÓGICAS;SQ
"21769036";REVISTA AMBIENTE CONTÁBIL;SQ
"01006762";REVISTA ÁRVORE (IMPRESSO);B2
"01000233";REVISTA BAIANA DE SAÚDE PUBLICA;SQ
"2179684X";REVISTA BRASILEIRA DE ADMINISTRAÇÃO CIENTÍFICA;SQ
"19809735";REVISTA BRASILEIRA DE AGROECOLOGIA;SQ
"19830823";REVISTA BRASILEIRA DE BIOMETRIA;B4
"19830823";REVISTA BRASILEIRA DE BIOMETRIA;B4
"19830823";REVISTA BRASILEIRA DE BIOMETRIA ONLINE;B4
"19810997";REVISTA BRASILEIRA DE CIENCIAS AGRARIAS;B2
"21766649";REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA;SQ
"21766649";REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA;SQ
"01005502";REVISTA BRASILEIRA DE EDUCAÇÃO MÉDICA (IMPRESSO);SQ
"00347167";REVISTA BRASILEIRA DE ENFERMAGEM (IMPRESSO);B2
"15173151";REVISTA BRASILEIRA DE ENGENHARIA BIOMÉDICA;B4
"15173151";REVISTA BRASILEIRA DE ENGENHARIA BIOMÉDICA;B4
"18061117";REVISTA BRASILEIRA DE ENSINO DE FÍSICA (IMPRESSO);SQ
"19845146";REVISTA BRASILEIRA DE FINANÇAS: RBFIN = RBFIN: BRAZILIAN FINANCE REVIEW;SQ
"19849001";REVISTA BRASILEIRA DE FÍSICA MÉDICA (ONLINE);SQ
"1809239X";REVISTA BRASILEIRA DE GESTÃO E DESENVOLVIMENTO REGIONAL;B3
"15168484";REVISTA BRASILEIRA DE HEMATOLOGIA E HEMOTERAPIA;B2
"14145685";REVISTA BRASILEIRA DE INFORMÁTICA NA EDUCAÇÃO;B1
"2359232X";REVISTA BRASILEIRA DE INICIAÇÃO CIENTÍFICA;SQ
"22361103";REVISTA BRASILEIRA DE INOVAÇÃO TECNOLOGICA EM SAÚDE;SQ
"19846398";REVISTA BRASILEIRA DE LINGUISTICA APLICADA;A4
"21797994";REVISTA BRASILEIRA DE MEDICINA DE FAMILIA E COMUNIDADE;SQ
"15178692";REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (IMPRESSO);B2
"19824351";REVISTA BRASILEIRA DE METEOROLOGIA;B3
"19842961";REVISTA BRASILEIRA DE PARASITOLOGIA VETERINÁRIA (ONLINE);SQ
"19826125";REVISTA BRASILEIRA DE PESQUISA EM TURISMO;SQ
"19834217";REVISTA BRASILEIRA DE REDES DE COMPUTADORES E SISTEMAS DISTRIBUÍDOS;SQ
"15513688";SIGBED REVIEW;A4
"15193829";REVISTA BRASILEIRA DE SAUDE MATERNO INFANTIL;B2
"18061230";REVISTA BRASILEIRA EM PROMOÇÃO DA SAÚDE (ONLINE);SQ
"2179460X";REVISTA CIÊNCIA E NATURA;SQ
"16572831";REVISTA COLOMBIANA DE COMPUTACION;B4
"24481904";REVISTA COMING - COMMUNICATIONS AND INNOVATIONS GAZETTE;SQ
"1982176X";REVISTA CONEXÕES - CIÊNCIA E TECNOLOGIA;SQ
"21760144";REVISTA CONEXÕES - CIÊNCIA E TECNOLOGIA;SQ
"21775052";REVISTA COOPEX;SQ
"22271899";REVISTA CUBANA DE CIENCIAS INFORMÁTICAS;SQ
"16795954";REVISTA DA ABENO;SQ
"01044230";REVISTA DA ASSOCIAÇÃO MÉDICA BRASILEIRA;A4
"01044230";REVISTA DA ASSOCIAÇÃO MÉDICA BRASILEIRA (1992. IMPRESSO);A4
"21755590";REVISTA DA ASSOCIAÇÃO MINEIRA DE DIREITO E ECONOMIA;SQ
"16467078";REVISTA DA ASSOCIAÇÃO PORTUGUESA DE ANÁLISE EXPERIMENTAL DE TENSÕES;SQ
"19822065";REVISTA DA CIÊNCIA DA ADMINISTRAÇÃO (RECIFE);SQ
"1980220X";REVISTA DA ESCOLA DE ENFERMAGEM DA USP;SQ
"19822537";REVISTA DA MICRO E PEQUENA EMPRESA (FACCAMP);SQ
"19802331";REVISTA DA SET;SQ
"16763793";REVISTA DA SOCIEDADE BRASILEIRA DE ENFERMEIROS PEDIATRAS;SQ
"00378682";REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL (IMPRESSO);B2
"19834659";REVISTA DE ADMINISTRAÇÃO DA UFSM;SQ
"16795350";REVISTA DE ADMINISTRAÇÃO DA UNIMEP;SQ
"2178759X";REVISTA DE CIENCIA E TECNOLOGIA;SQ
"22381171";REVISTA DE CIÊNCIAS AGROVETERINÁRIAS;B2
"21821801";REVISTA DE CIÊNCIAS DA COMPUTAÇÃO;SQ
"22382380";REVISTA DE EDUCAÇÃO, CIÊNCIAS E MATEMÁTICA;SQ
"19818963";REVISTA DE ENFERMAGEM UFPE ON LINE;SQ
"25254251";REVISTA DE ENGENHARIA E PESQUISA APLICADA;SQ
"19821867";REVISTA DE ENSINO DE BIOLOGIA DA ASSOCIAÇÃO BRASILEIRA DE ENSINO DE BIOLOGIA (SBENBIO);SQ
"22360158";REVISTA DE ENSINO DE ENGENHARIA;SQ
"01040588";REVISTA DE ESTUDOS DA LINGUAGEM;B3
"18071775";REVISTA DE GESTÃO DA TECNOLOGIA E SISTEMAS DE INFORMAÇÃO (ONLINE);SQ
"22360972";REVISTA DE GESTÃO E PROJETOS;SQ
"2525376X";REVISTA DE GRADUAÇÃO DA USP;SQ
"18095585";REVISTA DE INFORMÁTICA APLICADA;SQ
"21752745";REVISTA DE INFORMÁTICA TEÓRICA E APLICADA;B4
"01034308";REVISTA DE INFORMÃTICA TEÕRICA E APLICADA;B4
"01034308";REVISTA DE INFORMÁTICA TEÓRICA E APLICADA (IMPRESSO);B4
"21752745";REVISTA DE INFORMÁTICA TEÓRICA E APLICADA: RITA;B4
"18155928";REVISTA DE INGENIERÍA ELECTRÓNICA, AUTOMÁTICA Y COMUNICACIONES;SQ
"19808178";REVISTA DE PATOLOGIA TROPICAL (ONLINE);B4
"22369619";REVISTA DE RADIODIFUSÃO;SQ
"19635605";REVISTA DE SISTEMA DE INFORMAÇÃO DA FSMA;SQ
"19835604";REVISTA DE SISTEMAS DE INFORMAÇÃO DA FSMA;SQ
"22372903";REVISTA DE SISTEMAS E COMPUTAÇÃO - RSC;SQ
"22372903";REVISTA DE SISTEMAS E COMPUTAÇÃO - RSC;SQ
"22372903";REVISTA DE SISTEMAS E COMPUTAÇÃO - RSC;SQ
"22375112";REVISTA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;SQ
"19390114";SECURITY AND COMMUNICATION NETWORKS;A3
"16194500";"4OR (BERLIN)";A3
"00946354";A.A.N.A. JOURNAL;B2
"15287106";AACE INTERNATIONAL TRANSACTIONS;SQ
"22126716";AASRI PROCEDIA;SQ
"23169451";ABAKÓS;SQ
"01026720";ABCD : ARQUIVOS BRASILEIROS DE CIRURGIA DIGESTIVA;A3
"21656282";ACADEMIC JOURNAL OF SCIENCE;SQ
"15197859";AÇÃO ERGONÔMICA;SQ
"09491775";ACCREDITATION AND QUALITY ASSURANCE;B2
"15259293";ACIS INTERNATIONAL JOURNAL OF COMPUTER AND INFORMATION SCIENCE;SQ
"15596915";ACM APPLIED COMPUTING REVIEW;SQ
"19322232";ACM COMMUNICATIONS IN COMPUTER ALGEBRA;B4
"03600300";ACM COMPUTING SURVEYS;A1
"10846654";ACM JOURNAL OF EXPERIMENTAL ALGORITHMICS;A4
"15504832";ACM JOURNAL ON EMERGING TECHNOLOGIES IN COMPUTING SYSTEMS;A3
"15591662";ACM SIGMOBILE MOBILE COMPUTING AND COMMUNICATIONS REVIEW;SQ
"19367228";ACM TRANSACTIONS ON ACCESSIBLE COMPUTING (TACCESS);A3
"15496325";ACM TRANSACTIONS ON ALGORITHMS;A1
"01033786";TRANSINFORMAÇÃO;A3
"1678765X";REVISTA DIGITAL DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO;B1
"21767181";REVISTA DO TCMRJ;SQ
"2176171X";REVISTA EDAPECI: EDUCAÇÃO A DISTÂNCIA E PRÁTICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS;SQ
"16074041";REVISTA ELECTRÓNICA DE INVESTIGACIÓN EDUCATIVA;A4
"24467634";REVISTA ELETRÔNICA ARGENTINA-BRASIL DE TECNOLOGIAS DA INFORMAÇÃO E DA COMUNICAÇÃO;SQ
"21751846";REVISTA ELETRÔNICA CIENTÍFICA INOVAÇÃO E TECNOLOGIA;SQ
"19827199";REVISTA ELETRÔNICA DE EDUCAÇÃO (SÃO CARLOS);SQ
"15181944";REVISTA ELETRÔNICA DE ENFERMAGEM;SQ
"22365044";REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA;SQ
"15198219";REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA;C
"16773071";REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO (RESI);SQ
"21770425";REVISTA ELETRÔNICA DE TECNOLOGIA E CUTURA;SQ
"15171256";REVISTA ELETRÔNICA DO MESTRADO EM EDUCAÇÃO AMBIENTAL;SQ
"22361170";REVISTA ELETRÔNICA EM GESTÃO, EDUCAÇÃO E TECNOLOGIA AMBIENTAL;SQ
"19840993";REVISTA ELETRÔNICA TECCEN;SQ
"23596082";REVISTA EMREDE - REVISTA DE EDUCAÇÃO À DISTÂNCIA;SQ
"18094430";REVISTA ENGENHARIA AGRÍCOLA (ON-LINE);SQ
"01206230";REVISTA FACULTAD DE INGENIERÍA UNIVERSIDAD DE ANTIOQUIA;B2
"11381663";REVISTA GALEGO-PORTUGUESA DE PSICOLOXÍA E EDUCACIÓN;SQ
"01026933";REVISTA GAÚCHA DE ENFERMAGEM (UFRGS);B1
"22370722";REVISTA GEINTEC: GESTÃO, INOVAÇÃO E TECNOLOGIAS;SQ
"19848153";REVISTA GESTÃO & SAÚDE (CURITIBA);SQ
"21776652";REVISTA GESTÃO & TECNOLOGIA;SQ
"19825587";REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO;SQ
"11382783";REVISTA IBEROAMERICANA DE EDUCACIÓN A DISTANCIA;SQ
"11372729";REVISTA IBEROAMERICANA DE INGENIERÍA MECÁNICA;SQ
"15480992";REVISTA IEEE AMÉRICA LATINA (IEEE Latin America Transactions);A4
"07179103";REVISTA INGENIERIA INDUSTRIAL;SQ
"21758247";REVISTA INNOVARE;SQ
"24484105";REVISTA INNOVER;SQ
"01200976";REVISTA INTERAMERICANA DE BIBLIOTECOLOGIA;B2
"22381295";REVISTA INTERCIÊNCIA E SOCIEDADE;SQ
"03545180";FILOMAT;A3
"20751729";LIFE;A4
"23594756";REVISTA INTERCIENTE;SQ
"23594942";REVISTA INTERFACES CIENTÍFICAS ? EXATAS E TECNOLÓGICAS;SQ
"02131315";REVISTA INTERNACIONAL DE MÉTODOS NUMÉRICOS PARA CÁLCULO Y DISEÑO EN INGENIERÍA;B3
"22360093";REVISTA JUNIOR DE INICIAÇÃO CIENTÍFICA EM CIÊNCIAS EXATAS E ENGENHARIA;SQ
"22360093";REVISTA JUNIOR DE INICIAÇÃO CIENTÍFICA EM CIÊNCIAS EXATAS E ENGENHARIA;SQ
"2176901X";REVISTA KAIRÓS (ONLINE);SQ
"15188345";REVISTA LATINO-AMERICANA DE ENFERMAGEM (USP - RIBEIRÃO PRETO);SQ
"1695288X";REVISTA LATINOAMERICANA DE TECNOLOGÍA EDUCATIVA;SQ
"19378823";REVISTA LATINOAMERICANA Y DEL CARIBE DE LA ASOCIACIO'N DE SISTEMAS DE INFORMACIO'N;SQ
"19832192";REVISTA LEVS (MARÍLIA);SQ
"23582006";REVISTA MAPA D2;SQ
"01034162";REVISTA MEDICA (PASSO FUNDO);SQ
"23164522";REVISTA MILITAR DE CIÊNCIA E TECNOLOGIA;SQ
"25254782";REVISTA MUNDI ENGENHARIA, TECNOLOGIA E GESTÃO;SQ
"18093264";REVISTA QUERUBIM;SQ
"2236739X";REVISTA RETEC;SQ
"18090761";REVISTA SAÚDE.COM;SQ
"16781252";REVISTA SETREM;SQ
"25259555";REVISTA SISTEMAS E MÍDIAS DIGITAIS;SQ
"18093957";REVISTA SODEBRAS;SQ
"18093957";REVISTA SODEBRAS;SQ
"21767181";REVISTA TCMRJ;SQ
"18090044";REVISTA TECNOLOGIA E SOCIEDADE;SQ
"19844751";REVISTA TECNOLOGIAS NA EDUCAÇÃO;SQ
"15178048";REVISTA TECNOLÓGICA (UEM);SQ
"23581425";REVISTA TEMPOS E ESPAÇOS EM EDUCAÇÃO (ONLINE);SQ
"22365435";REVISTA TERAPIA MANUAL;SQ
"2314274X";REVISTA TRAM[P]AS DE LA COMUNICACIÓN Y LA CULTURA;SQ
"23169036";REVISTA USP;SQ
"17641667";REVUE DES NOUVELLES TECHNOLOGIES DE L'INFORMATION;SQ
"19836635";RGO. REVISTA GESTÃO ORGANIZACIONAL (ONLINE);SQ
"19807031";RIC@. REVISTA INTERDISCIPLINAR CIENTÍFICA APLICADA;SQ
"02724332";RISK ANALYSIS;A1
"16469895";RISTI - REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;B4
"15476286";RNA BIOLOGY;A2
"02635747";ROBOTICA (CAMBRIDGE. PRINT);A1
"09218890";ROBOTICS AND AUTONOMOUS SYSTEMS (PRINT);A1
"07365845";ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING;A1
"20545703";ROYAL SOCIETY OPEN SCIENCE;A1
"20462069";RSC ADVANCES: AN INTERNATIONAL JOURNAL TO FURTHER THE CHEMICAL SCIENCES;A2
"19805160";S & G. SISTEMAS & GESTÃO;SQ
"21582440";SAGE OPEN;A1
"1062936X";SAR AND QSAR IN ENVIRONMENTAL RESEARCH (PRINT);A4
"21769206";SAÚDE E PESQUISA;SQ
"01031104";SAUDE EM DEBATE;SQ
"21759235";SBC HORIZONTES;C
"22363297";SBC JOURNAL ON 3D INTERACTIVE SYSTEMS;B2
"18951767";SCALABLE COMPUTING. PRACTICE AND EXPERIENCE;B1
"01676423";SCIENCE OF COMPUTER PROGRAMMING (PRINT);B1
"00489697";SCIENCE OF THE TOTAL ENVIRONMENT;A1
"03044238";SCIENTIA HORTICULTURAE;A1
"18082793";SCIENTIA PLENA;SQ
"21642826";SCIENTIFIC JOURNAL OF EDUCATION TECHNOLOGY;SQ
"16790375";SEMINA. CIÊNCIAS EXATAS E TECNOLÓGICAS (ONLINE);SQ
"14248220";SENSORS (BASEL);A1
"17265479";SENSORS & TRANSDUCERS;SQ
"09244247";SENSORS AND ACTUATORS. A, PHYSICAL;A1
"09254005";SENSORS AND ACTUATORS. B, CHEMICAL;A1
"15172112";SEPA. SEMINÁRIO ESTUDANTIL DE PRODUÇÃO ACADÊMICA;SQ
"14145138";SÉRIE-ESTUDOS (UCDB);SQ
"18632386";SERVICE ORIENTED COMPUTING AND APPLICATIONS;A2
"18770533";SET-VALUED AND VARIATIONAL ANALYSIS: THEORY AND APPLICATIONS;A2
"15360040";SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS;A1
"00361399";SIAM JOURNAL ON APPLIED MATHEMATICS (PRINT);A3
"03630129";SIAM JOURNAL ON CONTROL AND OPTIMIZATION (PRINT);A2
"08954801";SIAM JOURNAL ON DISCRETE MATHEMATICS (PRINT);A3
"10957189";SIAM JOURNAL ON OPTIMIZATION;A2
"10526234";SIAM JOURNAL ON OPTIMIZATION (PRINT);A2
"00361445";SIAM REVIEW (PRINT);A1
"00374466";SIBERIAN MATHEMATICAL JOURNAL;A4
"19310145";SIGKDD EXPLORATIONS;SQ
"01635808";SIGMOD RECORD;B1
"01651684";SIGNAL PROCESSING (PRINT);A1
"09235965";SIGNAL PROCESSING. IMAGE COMMUNICATION;A2
"18631703";SIGNAL, IMAGE AND VIDEO PROCESSING;A3
"18631711";SIGNAL, IMAGE AND VIDEO PROCESSING;A3
"18631703";SIGNAL, IMAGE AND VIDEO PROCESSING (PRINT);A3
"20329806";SIGNATA: ANNALES DES SÉMIOTIQUES;B4
"19467729";SIGSPATIAL SPECIAL;SQ
"00375497";SIMULATION (SAN DIEGO, CALIF.);A4
"1569190X";SIMULATION MODELLING PRACTICE AND THEORY;A1
"2177451X";SINERGIA (IFSP. ONLINE);SQ
"19835604";SISTEMAS DE INFORMAÇÃO (MACAÉ);SQ
"17495024";SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE (ONLINE);A1
"18695450";SOCIAL NETWORK ANALYSIS AND MINING;A1
"18695469";SOCIAL NETWORK ANALYSIS AND MINING;A1
"21693285";SOCIAL NETWORKING;SQ
"03788733";SOCIAL NETWORKS;A1
"02779536";SOCIAL SCIENCE & MEDICINE (1982);A1
"14337479";SOFT COMPUTING;A1
"14327643";SOFT COMPUTING (BERLIN. PRINT);A1
"14327643";SOFT COMPUTING (HEIDELBERG);A1
"16191366";SOFTWARE AND SYSTEMS MODELING;A2
"16191366";SOFTWARE AND SYSTEMS MODELING;A2
"01635948";SOFTWARE ENGINEERING NOTES;SQ
"09639314";SOFTWARE QUALITY JOURNAL;A2
"15731367";SOFTWARE QUALITY JOURNAL (ONLINE);A2
"15220540";SOFTWARE QUALITY PROFESSIONAL;SQ
"09600833";SOFTWARE TESTING, VERIFICATION & RELIABILITY;A3
"10991689";SOFTWARE TESTING, VERIFICATION AND RELIABILITY;A3
"00380644";SOFTWARE, PRACTICE & EXPERIENCE (PRINT);A3
"1097024X";SOFTWARE: PRACTICE AND EXPERIENCE;A3
"13875868";SPATIAL COGNITION AND COMPUTATION;A2
"22116753";SPATIAL STATISTICS;A2
"1086055X";SPE JOURNAL;A1
"22137793";SPRINGER SCIENCE REVIEWS;SQ
"00813869";SPRINGER TRACTS IN MODERN PHYSICS;B4
"21931801";SPRINGERPLUS;A2
"16779185";SQL MAGAZINE;SQ
"19443277";STANDARDS IN GENOMIC SCIENCES;B1
"15723127";STATISTICAL METHODOLOGY;B1
"16182510";STATISTICAL METHODS & APPLICATIONS;B1
"02776715";STATISTICS IN MEDICINE (PRINT);A2
"1615147X";STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION (PRINT);A1
"15452255";STRUCTURAL CONTROL & HEALTH MONITORING (PRINT);A1
"14759217";STRUCTURAL HEALTH MONITORING;A1
"00393215";STUDIA LOGICA;A2
"1860949X";STUDIES IN COMPUTATIONAL INTELLIGENCE;B3
"1860949X";STUDIES IN COMPUTATIONAL INTELLIGENCE;B3
"09269630";STUDIES IN HEALTH TECHNOLOGY AND INFORMATICS;B2
"01005405";SUMMA PHYTOPATHOLOGICA (IMPRESSO);B3
"07140045";SURVEY METHODOLOGY;B3
"20711050";SUSTAINABILITY;A2
"22105379";SUSTAINABLE COMPUTING: INFORMATICS AND SYSTEMS;A2
"22106502";SWARM AND EVOLUTIONARY COMPUTATION;A1
"19353812";SWARM INTELLIGENCE;A3
"00397660";SYLWAN;B2
"20738994";SYMMETRY;A1
"00397857";SYNTHESE;A1
"10981241";SYSTEMS ENGINEERING;A4
"23056991";SYSTEMS. CONNECTING MATTER, LIFE, CULTURE AND TECHNOLOGY;SQ
"22388079";TEAR - REVISTA DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA;SQ
"00401625";TECHNOLOGICAL FORECASTING & SOCIAL CHANGE;A1
"0160791X";TECHNOLOGY IN SOCIETY;A1
"18926753";TECNO-LÓGICA (SANTA CRUZ DO SUL . ONLINE);SQ
"14156229";TECNO-LÓGICA (UNISC);SQ
"01025503";TECNOLOGIA EDUCACIONAL;SQ
"23188839";TECNOLOGIAS, SOCIEDADE E CONHECIMENTO;SQ
"00401951";TECTONOPHYSICS (AMSTERDAM);A1
"15729451";TELECOMMUNICATION SYSTEMS;A3
"03085961";TELECOMMUNICATIONS POLICY;A1
"10184864";TELECOMMUNICATIONS SYSTEMS;A3
"07365853";TELEMATICS AND INFORMATICS;A1
"15305627";TELEMEDICINE JOURNAL AND E-HEALTH;A2
"16771966";TEMA. TENDÊNCIAS EM MATEMÁTICA APLICADA E COMPUTACIONAL;SQ
"18078931";TEMÁTICA;SQ
"19828829";TEMPUS ACTAS DE SAÚDE COLETIVA;SQ
"21776776";TENDÊNCIAS E TÉCNICAS EM REALIDADE VIRTUAL E AUMENTADA;SQ
"24473634";TENDÊNCIAS E TÉCNICAS EM SISTEMAS COMPUTACIONAIS;SQ
"21798451";TENDÊNCIAS EM MATEMÁTICA APLICADA E COMPUTACIONAL;SQ
"22378707";TEORIA E PRÁTICA DA EDUCAÇÃO;SQ
"11330686";TEST (MADRID);A3
"00029890";THE AMERICAN MATHEMATICAL MONTHLY;B2
"10505164";THE ANNALS OF APPLIED PROBABILITY;A2
"10778926";THE ELECTRONIC JOURNAL OF COMBINATORICS;A4
"10893032";THE ELECTRONIC JOURNAL OF GEOTECHNICAL ENGINEERING;B2
"16818997";THE EMPIRICAL ECONOMICS LETTERS;SQ
"14346028";THE EUROPEAN PHYSICAL JOURNAL. B, CONDENSED MATTER PHYSICS (PRINT);B1
"19516355";THE EUROPEAN PHYSICAL JOURNAL. SPECIAL TOPICS;A3
"20553714";THE IFCOLOG JOURNAL OF LOGICS AND THEIR APPLICATIONS;SQ
"10943420";THE INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS;A3
"19891660";THE INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE - IJIMAI;SQ
